,Date,Ball 1,Ball 2,Ball 3,Ball 4,Ball 5,Mega ball,Megaplier
1928,Friday November 13th 2015,17,18,31,35,59,9,x5
1929,Tuesday November 17th 2015,12,14,18,24,61,10,x3
1930,Friday November 20th 2015,9,12,29,37,67,15,x2
1931,Tuesday November 24th 2015,2,19,30,38,70,8,x4
1932,Friday November 27th 2015,16,20,39,56,59,12,x3
1933,Tuesday December 1st 2015,5,7,25,50,59,12,x2
1934,Friday December 4th 2015,26,42,47,61,73,6,x5
1935,Tuesday December 8th 2015,7,17,37,49,73,15,x3
1936,Friday December 11th 2015,14,20,43,54,69,5,x4
1937,Tuesday December 15th 2015,18,25,47,51,61,5,x5
1938,Friday December 18th 2015,6,23,24,28,62,7,x5
1939,Tuesday December 22nd 2015,11,21,40,50,70,15,x3
1940,Friday December 25th 2015,15,25,29,44,51,4,x4
1941,Tuesday December 29th 2015,20,25,55,62,74,7,x3
1942,Friday January 1st 2016,7,18,37,38,39,9,x5
1943,Tuesday January 5th 2016,1,4,36,48,57,13,x5
1944,Friday January 8th 2016,11,39,51,57,75,2,x5
1945,Tuesday January 12th 2016,15,27,29,31,48,15,x4
1946,Friday January 15th 2016,29,41,53,54,70,12,x2
1947,Tuesday January 19th 2016,2,17,31,39,47,9,x2
1948,Friday January 22nd 2016,21,25,40,46,56,3,x5
1949,Tuesday January 26th 2016,14,27,39,50,69,2,x2
1950,Friday January 29th 2016,20,28,49,51,52,6,x2
1951,Tuesday February 2nd 2016,7,13,25,51,70,9,x4
1952,Friday February 5th 2016,4,6,23,55,75,2,x3
1953,Tuesday February 9th 2016,3,42,46,56,71,13,x4
1954,Friday February 12th 2016,1,7,44,68,73,1,x3
1955,Tuesday February 16th 2016,9,31,33,46,64,4,x3
1956,Friday February 19th 2016,2,27,41,50,75,4,x4
1957,Tuesday February 23rd 2016,16,32,39,53,57,10,x5
1958,Friday February 26th 2016,3,15,19,62,74,14,x4
1959,Tuesday March 1st 2016,1,29,33,34,55,6,x5
1960,Friday March 4th 2016,21,26,33,48,73,14,x4
1961,Tuesday March 8th 2016,27,37,54,66,69,5,x5
1962,Friday March 11th 2016,14,18,48,54,71,13,x4
1963,Tuesday March 15th 2016,18,26,30,44,68,7,x4
1964,Friday March 18th 2016,5,8,57,59,73,13,x5
1965,Tuesday March 22nd 2016,6,19,34,38,70,5,x5
1966,Friday March 25th 2016,4,11,12,35,46,12,x2
1967,Tuesday March 29th 2016,33,38,40,46,49,15,x5
1968,Friday April 1st 2016,25,28,33,41,69,6,x2
1969,Tuesday April 5th 2016,13,45,52,53,57,10,x5
1970,Friday April 8th 2016,31,38,52,65,71,15,x3
1971,Tuesday April 12th 2016,7,11,59,62,63,3,x5
1972,Friday April 15th 2016,9,10,34,37,73,9,x5
1973,Tuesday April 19th 2016,9,28,40,57,65,2,x5
1974,Friday April 22nd 2016,2,19,21,42,60,13,x5
1975,Tuesday April 26th 2016,14,16,17,28,48,2,x2
1976,Friday April 29th 2016,5,6,37,55,74,10,x5
1977,Tuesday May 3rd 2016,28,29,33,36,45,15,x5
1978,Friday May 6th 2016,14,26,27,32,36,7,x4
1979,Tuesday May 10th 2016,12,22,46,56,74,4,x3
1980,Friday May 13th 2016,20,21,38,54,66,7,x4
1981,Tuesday May 17th 2016,17,24,27,48,75,6,x3
1982,Friday May 20th 2016,19,24,26,40,68,8,x2
1983,Tuesday May 24th 2016,11,50,51,70,75,15,x4
1984,Friday May 27th 2016,18,41,50,68,70,9,x3
1985,Tuesday May 31st 2016,9,31,34,41,49,8,x5
1986,Friday June 3rd 2016,32,54,65,66,71,10,x3
1987,Tuesday June 7th 2016,25,48,51,65,72,4,x4
1988,Friday June 10th 2016,34,61,66,67,68,7,x5
1989,Tuesday June 14th 2016,36,37,38,52,62,6,x5
1990,Friday June 17th 2016,20,23,30,44,59,9,x5
1991,Tuesday June 21st 2016,6,13,21,49,50,10,x5
1992,Friday June 24th 2016,11,14,54,57,63,11,x5
1993,Tuesday June 28th 2016,15,17,20,35,55,7,x2
1994,Friday July 1st 2016,20,41,42,45,49,14,x2
1995,Tuesday July 5th 2016,29,46,53,64,73,10,x5
1996,Friday July 8th 2016,8,19,20,55,73,5,x2
1997,Tuesday July 12th 2016,6,8,22,46,68,4,x4
1998,Friday July 15th 2016,16,51,52,56,58,4,x2
1999,Tuesday July 19th 2016,3,34,54,65,66,4,x5
2000,Friday July 22nd 2016,8,24,25,26,30,7,x4
2001,Tuesday July 26th 2016,1,4,31,36,54,9,x3
2002,Friday July 29th 2016,11,16,19,31,48,4,x5
2003,Tuesday August 2nd 2016,3,12,36,54,70,12,x5
2004,Friday August 5th 2016,5,18,28,54,74,6,x4
2005,Tuesday August 9th 2016,12,19,20,44,66,1,x5
2006,Friday August 12th 2016,4,41,44,56,69,10,x4
2007,Tuesday August 16th 2016,2,43,52,62,63,6,x5
2008,Friday August 19th 2016,22,37,45,65,73,13,x5
2009,Tuesday August 23rd 2016,2,7,46,61,66,1,x2
2010,Friday August 26th 2016,10,11,31,41,44,14,x2
2011,Tuesday August 30th 2016,28,32,41,51,71,11,x4
2012,Friday September 2nd 2016,22,28,41,46,60,3,x3
2013,Tuesday September 6th 2016,25,37,58,69,75,8,x3
2014,Friday September 9th 2016,1,34,43,44,63,11,x4
2015,Tuesday September 13th 2016,6,15,17,39,56,15,x3
2016,Friday September 16th 2016,13,21,28,34,40,15,x3
2017,Tuesday September 20th 2016,2,22,34,62,72,2,x5
2018,Friday September 23rd 2016,1,5,8,25,62,14,x3
2019,Tuesday September 27th 2016,14,16,26,53,72,4,x4
2020,Friday September 30th 2016,21,30,47,50,57,9,x5
2021,Tuesday October 4th 2016,18,29,30,54,66,1,x5
2022,Friday October 7th 2016,24,37,42,50,65,14,x2
2023,Tuesday October 11th 2016,36,39,42,45,48,3,x2
2024,Friday October 14th 2016,7,27,60,64,74,5,x3
2025,Tuesday October 18th 2016,7,24,28,65,74,1,x2
2026,Friday October 21st 2016,12,43,44,48,66,3,x4
2027,Tuesday October 25th 2016,8,9,24,49,67,13,x3
2028,Friday October 28th 2016,7,38,46,57,66,2,x5
2029,Tuesday November 1st 2016,19,24,31,39,45,13,x2
2030,Friday November 4th 2016,10,29,32,44,46,10,x3
2031,Tuesday November 8th 2016,46,48,53,61,74,12,x4
2032,Friday November 11th 2016,16,40,47,53,59,11,x5
2033,Tuesday November 15th 2016,9,17,23,57,71,6,x3
2034,Friday November 18th 2016,31,32,49,55,58,15,x5
2035,Tuesday November 22nd 2016,1,43,45,66,69,7,x5
2036,Friday November 25th 2016,44,47,49,69,75,10,x3
2037,Tuesday November 29th 2016,22,33,49,51,59,8,x4
2038,Friday December 2nd 2016,3,33,35,49,51,1,x2
2039,Tuesday December 6th 2016,13,34,48,53,63,12,x4
2040,Friday December 9th 2016,19,27,47,67,68,1,x5
2041,Tuesday December 13th 2016,2,15,26,34,41,14,x5
2042,Friday December 16th 2016,1,8,15,36,43,6,x5
2043,Tuesday December 20th 2016,1,12,14,48,65,2,x5
2044,Friday December 23rd 2016,21,30,39,60,69,15,x5
2045,Tuesday December 27th 2016,2,28,30,38,39,11,x4
2046,Friday December 30th 2016,6,21,33,39,43,2,x2
2047,Tuesday January 3rd 2017,14,16,23,49,53,12,x2
2048,Friday January 6th 2017,6,10,44,47,54,6,x5
2049,Tuesday January 10th 2017,11,20,40,41,59,15,x5
2050,Friday January 13th 2017,10,44,58,74,75,11,x3
2051,Tuesday January 17th 2017,20,31,54,56,59,3,x5
2052,Friday January 20th 2017,7,9,24,41,53,14,x3
2053,Tuesday January 24th 2017,8,42,54,63,67,11,x4
2054,Friday January 27th 2017,17,37,53,54,61,8,x3
2055,Tuesday January 31st 2017,3,14,27,62,72,4,x3
2056,Friday February 3rd 2017,3,6,29,30,64,3,x5
2057,Tuesday February 7th 2017,23,28,37,56,71,12,x5
2058,Friday February 10th 2017,32,39,51,62,75,14,x5
2059,Tuesday February 14th 2017,7,11,33,60,68,15,x5
2060,Friday February 17th 2017,4,56,58,67,75,8,x5
2061,Tuesday February 21st 2017,9,21,30,32,75,9,x5
2062,Friday February 24th 2017,12,29,33,42,68,14,x3
2063,Tuesday February 28th 2017,20,33,45,58,69,4,x2
2064,Friday March 3rd 2017,14,26,39,48,51,9,x5
2065,Tuesday March 7th 2017,3,30,45,53,68,11,x3
2066,Friday March 10th 2017,26,38,42,58,70,5,x5
2067,Tuesday March 14th 2017,16,23,28,33,59,13,x3
2068,Friday March 17th 2017,11,27,31,58,60,10,x4
2069,Tuesday March 21st 2017,4,45,53,73,75,7,x3
2070,Friday March 24th 2017,5,28,37,61,69,1,x5
2071,Tuesday March 28th 2017,30,33,35,37,46,10,x5
2072,Friday March 31st 2017,17,24,27,32,58,10,x3
2073,Tuesday April 4th 2017,13,24,34,35,55,9,x5
2074,Friday April 7th 2017,30,33,43,47,69,15,x5
2075,Tuesday April 11th 2017,19,34,35,38,49,8,x5
2076,Friday April 14th 2017,5,10,55,60,73,12,x5
2077,Tuesday April 18th 2017,8,29,30,43,64,6,x3
2078,Friday April 21st 2017,1,12,13,32,34,10,x2
2079,Tuesday April 25th 2017,3,13,33,40,50,2,x4
2080,Friday April 28th 2017,6,13,18,20,31,13,x4
2081,Tuesday May 2nd 2017,5,14,42,43,58,1,x4
2082,Friday May 5th 2017,4,23,33,47,53,7,x4
2083,Tuesday May 9th 2017,6,29,45,69,73,11,x5
2084,Friday May 12th 2017,28,34,41,42,47,13,x4
2085,Tuesday May 16th 2017,4,35,39,56,72,11,x5
2086,Friday May 19th 2017,1,4,5,24,30,1,x3
2087,Tuesday May 23rd 2017,6,13,17,33,60,14,x2
2088,Friday May 26th 2017,25,26,28,37,56,5,x3
2089,Tuesday May 30th 2017,5,20,32,37,67,5,x5
2090,Friday June 2nd 2017,7,42,57,69,72,10,x3
2091,Tuesday June 6th 2017,3,5,16,49,75,5,x3
2092,Friday June 9th 2017,3,16,28,33,37,9,x5
2093,Tuesday June 13th 2017,27,51,62,68,75,8,x3
2094,Friday June 16th 2017,18,22,26,30,44,9,x5
2095,Tuesday June 20th 2017,2,15,41,49,63,3,x3
2096,Friday June 23rd 2017,12,20,53,66,74,11,x2
2097,Tuesday June 27th 2017,4,21,45,52,57,14,x4
2098,Friday June 30th 2017,10,38,51,55,64,6,x5
2099,Tuesday July 4th 2017,16,39,47,53,71,15,x4
2100,Friday July 7th 2017,2,9,11,28,60,10,x5
2101,Tuesday July 11th 2017,7,18,24,55,74,10,x2
2102,Friday July 14th 2017,11,12,24,32,73,1,x4
2103,Tuesday July 18th 2017,8,12,23,51,73,6,x4
2104,Friday July 21st 2017,18,31,36,50,74,10,x4
2105,Tuesday July 25th 2017,2,5,26,58,60,6,x3
2106,Friday July 28th 2017,4,6,31,49,52,11,x3
2107,Tuesday August 1st 2017,20,22,52,57,73,7,x5
2108,Friday August 4th 2017,9,17,25,63,71,4,x5
2109,Tuesday August 8th 2017,11,17,50,52,74,14,x2
2110,Friday August 11th 2017,23,33,53,56,58,6,x5
2111,Tuesday August 15th 2017,7,16,20,66,73,7,x2
2112,Friday August 18th 2017,1,31,34,40,75,6,x3
2113,Tuesday August 22nd 2017,24,35,46,50,51,7,x4
2114,Friday August 25th 2017,17,38,42,51,65,11,x5
2115,Tuesday August 29th 2017,2,13,17,35,73,3,x3
2116,Friday September 1st 2017,4,13,31,50,64,12,x5
2117,Tuesday September 5th 2017,11,17,59,70,72,1,x3
2118,Friday September 8th 2017,4,5,14,26,73,14,x3
2119,Tuesday September 12th 2017,26,37,41,54,65,3,x4
2120,Friday September 15th 2017,18,24,34,38,58,3,x4
2121,Tuesday September 19th 2017,9,28,31,50,61,10,x2
2122,Friday September 22nd 2017,5,39,54,63,66,15,x5
2123,Tuesday September 26th 2017,1,10,57,66,75,4,x4
2124,Friday September 29th 2017,25,51,62,73,74,7,x5
2125,Tuesday October 3rd 2017,12,18,19,25,67,7,x5
2126,Friday October 6th 2017,21,33,36,45,56,12,x5
2127,Tuesday October 10th 2017,7,16,24,61,62,2,x5
2128,Friday October 13th 2017,2,7,18,26,31,12,x2
2129,Tuesday October 17th 2017,31,45,49,56,70,11,x5
2130,Friday October 20th 2017,6,23,63,66,73,9,x2
2131,Tuesday October 24th 2017,20,24,34,56,64,6,x4
2132,Friday October 27th 2017,17,27,41,51,52,13,x5
2133,Tuesday October 31st 2017,6,28,31,52,53,12,x4
2134,Friday November 3rd 2017,10,22,42,61,69,3,x2
2135,Tuesday November 7th 2017,1,54,60,68,69,11,x4
2136,Friday November 10th 2017,6,23,38,42,58,24,x2
2137,Tuesday November 14th 2017,1,14,21,22,28,19,x3
2138,Friday November 17th 2017,3,26,55,58,70,15,x4
2139,Tuesday November 21st 2017,3,7,22,27,50,3,x3
2140,Friday November 24th 2017,16,36,54,61,64,22,x3
2141,Tuesday November 28th 2017,10,17,47,51,61,5,x2
2142,Friday December 1st 2017,16,22,40,41,59,8,x4
2143,Tuesday December 5th 2017,14,15,37,42,67,22,x4
2144,Friday December 8th 2017,6,37,46,60,70,24,x2
2145,Tuesday December 12th 2017,8,23,24,25,27,9,x2
2146,Friday December 15th 2017,4,12,36,44,57,19,x4
2147,Tuesday December 19th 2017,28,37,39,42,58,2,x3
2148,Friday December 22nd 2017,1,20,30,33,42,16,x4
2149,Tuesday December 26th 2017,10,12,20,38,41,25,x4
2150,Friday December 29th 2017,4,10,18,28,62,7,x2
2151,Tuesday January 2nd 2018,1,42,47,64,70,22,x4
2152,Friday January 5th 2018,28,30,39,59,70,10,x3
2153,Tuesday January 9th 2018,16,29,31,65,67,23,x3
2154,Friday January 12th 2018,17,18,33,46,60,24,x4
2155,Tuesday January 16th 2018,3,11,23,29,59,18,x3
2156,Friday January 19th 2018,3,17,23,49,66,23,x3
2157,Tuesday January 23rd 2018,2,6,30,31,55,7,x4
2158,Friday January 26th 2018,10,16,27,38,43,1,x4
2159,Tuesday January 30th 2018,29,41,42,49,57,24,x3
2160,Friday February 2nd 2018,1,4,14,17,40,4,x3
2161,Tuesday February 6th 2018,14,17,25,48,58,25,x3
2162,Friday February 9th 2018,28,34,41,46,47,14,x3
2163,Tuesday February 13th 2018,5,12,15,46,49,1,x4
2164,Friday February 16th 2018,14,38,48,53,58,16,x3
2165,Tuesday February 20th 2018,17,19,23,24,43,14,x3
2166,Friday February 23rd 2018,7,11,13,19,58,9,x4
2167,Tuesday February 27th 2018,10,17,21,38,43,23,x3
2168,Friday March 2nd 2018,24,28,42,60,64,8,x4
2169,Tuesday March 6th 2018,1,4,26,35,39,22,x5
2170,Friday March 9th 2018,7,17,18,46,66,22,x4
2171,Tuesday March 13th 2018,6,30,58,60,61,17,x5
2172,Friday March 16th 2018,1,13,26,33,52,11,x3
2173,Tuesday March 20th 2018,14,38,51,64,70,9,x3
2174,Friday March 23rd 2018,4,8,23,53,59,17,x3
2175,Tuesday March 27th 2018,7,25,43,56,59,13,x3
2176,Friday March 30th 2018,11,28,31,46,59,1,x3
2177,Tuesday April 3rd 2018,4,29,39,42,62,14,x2
2178,Friday April 6th 2018,16,33,51,54,67,20,x4
2179,Tuesday April 10th 2018,5,13,31,43,53,20,x2
2180,Friday April 13th 2018,8,9,32,42,59,10,x4
2181,Tuesday April 17th 2018,12,34,44,47,65,22,x4
2182,Friday April 20th 2018,1,15,18,32,45,4,x2
2183,Tuesday April 24th 2018,3,19,31,32,48,10,x3
2184,Friday April 27th 2018,2,29,38,63,66,11,x2
2185,Tuesday May 1st 2018,2,7,20,55,70,1,x4
2186,Friday May 4th 2018,4,5,10,12,18,21,x4
2187,Tuesday May 8th 2018,8,15,39,64,67,13,x2
2188,Friday May 11th 2018,14,38,40,53,70,22,x3
2189,Tuesday May 15th 2018,21,34,44,49,61,21,x2
2190,Friday May 18th 2018,9,26,53,64,66,11,x2
2191,Tuesday May 22nd 2018,16,17,21,36,48,9,x3
2192,Friday May 25th 2018,11,14,51,64,68,25,x4
2193,Tuesday May 29th 2018,2,11,55,58,67,2,x3
2194,Friday June 1st 2018,5,24,52,62,66,17,x3
2195,Tuesday June 5th 2018,22,33,41,48,52,4,x2
2196,Friday June 8th 2018,14,30,33,44,56,13,x2
2197,Tuesday June 12th 2018,1,3,5,8,70,3,x2
2198,Friday June 15th 2018,1,11,37,47,51,6,x2
2199,Tuesday June 19th 2018,11,13,28,65,70,14,x3
2200,Friday June 22nd 2018,2,6,11,27,44,20,x2
2201,Tuesday June 26th 2018,17,25,29,39,60,19,x2
2202,Friday June 29th 2018,2,32,47,49,68,23,x4
2203,Tuesday July 3rd 2018,13,35,45,49,68,23,x2
2204,Friday July 6th 2018,2,10,46,50,56,16,x3
2205,Tuesday July 10th 2018,1,17,28,56,70,14,x3
2206,Friday July 13th 2018,21,22,39,59,68,2,x2
2207,Tuesday July 17th 2018,40,41,61,66,67,12,x5
2208,Friday July 20th 2018,1,14,30,44,62,1,x2
2209,Tuesday July 24th 2018,1,2,4,19,29,20,x3
2210,Friday July 27th 2018,1,32,40,49,63,20,x3
2211,Tuesday July 31st 2018,12,15,35,64,69,9,x2
2212,Friday August 3rd 2018,9,28,30,54,60,2,x2
2213,Tuesday August 7th 2018,2,13,15,21,62,2,x5
2214,Friday August 10th 2018,1,3,12,22,42,6,x5
2215,Tuesday August 14th 2018,11,26,44,45,46,11,x2
2216,Friday August 17th 2018,1,31,32,47,56,3,x2
2217,Tuesday August 21st 2018,14,16,19,38,57,11,x3
2218,Friday August 24th 2018,1,6,13,18,49,8,x2
2219,Tuesday August 28th 2018,3,20,33,34,41,20,x3
2220,Friday August 31st 2018,7,18,29,32,45,17,x3
2221,Tuesday September 4th 2018,2,7,25,35,44,3,x3
2222,Friday September 7th 2018,8,10,41,54,68,10,x2
2223,Tuesday September 11th 2018,15,30,51,62,67,19,x2
2224,Friday September 14th 2018,23,30,40,43,66,13,x4
2225,Tuesday September 18th 2018,31,32,43,63,68,17,x2
2226,Friday September 21st 2018,1,2,11,52,64,9,x4
2227,Tuesday September 25th 2018,8,16,32,48,61,12,x2
2228,Friday September 28th 2018,39,45,52,56,59,15,x3
2229,Tuesday October 2nd 2018,2,22,29,31,34,1,x3
2230,Friday October 5th 2018,27,28,32,41,69,12,x2
2231,Tuesday October 9th 2018,20,22,39,54,60,18,x3
2232,Friday October 12th 2018,4,24,46,61,70,7,x3
2233,Tuesday October 16th 2018,3,45,49,61,69,9,x5
2234,Friday October 19th 2018,15,23,53,65,70,7,x2
2235,Tuesday October 23rd 2018,5,28,62,65,70,5,x3
2236,Friday October 26th 2018,1,28,61,62,63,5,x4
2237,Tuesday October 30th 2018,20,31,39,46,49,23,x2
2238,Friday November 2nd 2018,3,23,28,46,62,16,x2
2239,Tuesday November 6th 2018,28,34,37,56,69,12,x2
2240,Friday November 9th 2018,8,14,27,57,67,5,x4
2241,Tuesday November 13th 2018,34,46,57,65,69,11,x3
2242,Friday November 16th 2018,33,36,63,68,69,16,x3
2243,Tuesday November 20th 2018,10,16,31,42,66,10,x3
2244,Friday November 23rd 2018,7,10,30,33,59,23,x4
2245,Tuesday November 27th 2018,12,24,37,42,57,18,x4
2246,Friday November 30th 2018,25,28,40,43,63,19,x3
2247,Tuesday December 4th 2018,28,31,41,42,50,4,x3
2248,Friday December 7th 2018,4,10,20,33,57,13,x3
2249,Tuesday December 11th 2018,4,38,39,54,59,12,x2
2250,Friday December 14th 2018,5,22,26,43,49,23,x4
2251,Tuesday December 18th 2018,13,22,32,60,69,9,x3
2252,Friday December 21st 2018,10,13,61,62,70,5,x3
2253,Tuesday December 25th 2018,2,8,42,43,50,6,x3
2254,Friday December 28th 2018,9,10,25,37,38,21,x2
2255,Tuesday January 1st 2019,34,44,57,62,70,14,x4
2256,Friday January 4th 2019,21,29,35,54,60,15,x4
2257,Tuesday January 8th 2019,13,26,29,38,64,5,x5
2258,Friday January 11th 2019,4,5,31,62,69,20,x3
2259,Tuesday January 15th 2019,29,52,58,60,62,7,x2
2260,Friday January 18th 2019,2,43,48,62,64,24,x3
2261,Tuesday January 22nd 2019,4,15,37,59,64,16,x5
2262,Friday January 25th 2019,8,16,30,38,61,10,x2
2263,Tuesday January 29th 2019,10,33,53,54,62,22,x2
2264,Friday February 1st 2019,2,37,48,66,68,11,x5
2265,Tuesday February 5th 2019,3,34,36,59,66,7,x2
2266,Friday February 8th 2019,14,24,31,42,48,13,x3
2267,Tuesday February 12th 2019,15,32,39,50,65,7,x3
2268,Friday February 15th 2019,10,38,40,43,65,12,x2
2269,Tuesday February 19th 2019,17,24,34,56,65,3,x2
2270,Friday February 22nd 2019,18,24,31,34,55,4,x4
2271,Tuesday February 26th 2019,10,12,14,24,60,20,x3
2272,Friday March 1st 2019,29,33,39,60,66,21,x2
2273,Tuesday March 5th 2019,15,20,32,37,52,6,x3
2274,Friday March 8th 2019,4,9,42,62,68,7,x4
2275,Tuesday March 12th 2019,10,12,16,49,57,18,x4
2276,Friday March 15th 2019,3,29,56,62,64,4,x3
2277,Tuesday March 19th 2019,10,42,53,67,68,15,x3
2278,Friday March 22nd 2019,7,36,58,60,62,10,x3
2279,Tuesday March 26th 2019,4,14,22,43,58,9,x3
2280,Friday March 29th 2019,5,14,15,62,66,3,x3
2281,Tuesday April 2nd 2019,33,47,58,59,64,25,x3
2282,Friday April 5th 2019,8,22,24,38,64,21,x2
2283,Tuesday April 9th 2019,11,22,34,44,58,9,x2
2284,Friday April 12th 2019,1,24,25,40,70,4,x2
2285,Tuesday April 16th 2019,11,29,34,48,54,10,x2
2286,Friday April 19th 2019,18,25,43,44,57,25,x4
2287,Tuesday April 23rd 2019,7,24,30,48,67,9,x4
2288,Friday April 26th 2019,9,17,23,30,46,10,x4
2289,Tuesday April 30th 2019,24,37,41,61,70,20,x3
2290,Friday May 3rd 2019,8,16,22,66,68,11,x2
2291,Tuesday May 7th 2019,3,6,34,54,63,19,x3
2292,Friday May 10th 2019,3,16,21,61,62,19,x2
2293,Tuesday May 14th 2019,11,59,66,67,68,18,x4
2294,Friday May 17th 2019,5,17,28,32,63,11,x3
2295,Tuesday May 21st 2019,10,50,55,56,58,15,x5
2296,Friday May 24th 2019,14,41,44,56,62,10,x2
2297,Tuesday May 28th 2019,9,21,34,42,50,21,x2
2298,Friday May 31st 2019,7,8,26,65,67,4,x3
2299,Tuesday June 4th 2019,25,37,46,48,68,25,x2
2300,Friday June 7th 2019,17,19,27,40,68,2,x3
2301,Tuesday June 11th 2019,20,34,39,43,57,13,x3
2302,Friday June 14th 2019,19,40,47,57,65,6,x2
2303,Tuesday June 18th 2019,12,14,22,24,48,21,x2
2304,Friday June 21st 2019,13,30,36,48,62,18,x3
2305,Tuesday June 25th 2019,24,33,45,47,61,17,x3
2306,Friday June 28th 2019,2,35,49,53,63,1,x2
2307,Tuesday July 2nd 2019,3,25,37,40,55,13,x2
2308,Friday July 5th 2019,6,38,47,57,63,12,x2
2309,Tuesday July 9th 2019,12,26,40,48,64,1,x2
2310,Friday July 12th 2019,8,25,38,56,59,7,x2
2311,Tuesday July 16th 2019,8,16,31,48,52,23,x3
2312,Friday July 19th 2019,16,18,28,33,67,14,x3
2313,Tuesday July 23rd 2019,1,4,23,40,45,11,x2
2314,Friday July 26th 2019,4,6,11,43,48,11,x3
2315,Tuesday July 30th 2019,10,24,28,33,38,6,x3
2316,Friday August 2nd 2019,11,20,26,48,70,19,x2
2317,Tuesday August 6th 2019,11,17,31,43,55,16,x2
2318,Friday August 9th 2019,15,53,56,59,63,1,x2
2319,Tuesday August 13th 2019,7,27,31,34,51,5,x3
2320,Friday August 16th 2019,4,14,24,26,46,14,x2
2321,Tuesday August 20th 2019,8,14,25,51,63,4,x3
2322,Friday August 23rd 2019,11,15,37,54,68,21,x2
2323,Tuesday August 27th 2019,8,12,23,39,43,6,x2
2324,Friday August 30th 2019,3,9,11,34,39,10,x4
2325,Tuesday September 3rd 2019,13,20,27,61,62,5,x2
2326,Friday September 6th 2019,4,11,13,19,31,10,x4
2327,Tuesday September 10th 2019,34,47,48,50,55,24,x2
2328,Friday September 13th 2019,6,16,37,59,62,5,x2
2329,Tuesday September 17th 2019,12,15,30,50,65,1,x4
2330,Friday September 20th 2019,23,24,42,48,53,22,x2
2331,Tuesday September 24th 2019,6,14,24,42,46,9,x4
2332,Friday September 27th 2019,12,20,31,43,45,20,x3
2333,Tuesday October 1st 2019,10,17,39,42,59,3,x2
2334,Friday October 4th 2019,11,38,44,48,70,17,x2
2335,Tuesday October 8th 2019,5,8,10,17,48,23,x3
2336,Friday October 11th 2019,14,22,30,37,60,8,x3
2337,Tuesday October 15th 2019,4,12,14,35,70,2,x2
2338,Friday October 18th 2019,18,58,60,65,67,20,x3
2339,Tuesday October 22nd 2019,5,11,14,23,25,10,x4
2340,Friday October 25th 2019,16,24,25,52,60,6,x3
2341,Tuesday October 29th 2019,4,9,17,27,39,22,x2
2342,Friday November 1st 2019,9,20,36,41,54,22,x2
2343,Tuesday November 5th 2019,2,9,24,49,54,19,x3
2344,Friday November 8th 2019,3,4,10,39,58,14,x3
2345,Tuesday November 12th 2019,19,30,44,56,65,24,x2
2346,Friday November 15th 2019,12,19,34,35,68,20,x2
2347,Tuesday November 19th 2019,22,43,44,47,66,22,x3
2348,Friday November 22nd 2019,7,12,17,49,53,24,x4
2349,Tuesday November 26th 2019,8,27,29,38,43,13,x2
2350,Friday November 29th 2019,6,8,31,50,65,9,x2
2351,Tuesday December 3rd 2019,23,43,60,63,69,19,x2
2352,Friday December 6th 2019,20,31,40,46,61,20,x5
2353,Tuesday December 10th 2019,18,31,46,54,61,25,x2
2354,Friday December 13th 2019,17,21,29,39,56,22,x3
2355,Tuesday December 17th 2019,22,30,53,55,56,16,x2
2356,Friday December 20th 2019,3,20,23,35,60,16,x3
2357,Tuesday December 24th 2019,27,37,48,63,66,11,x2
2358,Friday December 27th 2019,17,34,40,63,64,24,x4
2359,Tuesday December 31st 2019,30,44,49,53,56,11,x3
2360,Friday January 3rd 2020,37,41,42,53,63,16,x2
2361,Tuesday January 7th 2020,25,40,41,52,56,21,x4
2362,Friday January 10th 2020,17,27,49,51,66,2,x2
2363,Tuesday January 14th 2020,9,11,13,31,47,11,x2
2364,Friday January 17th 2020,3,25,30,54,70,9,x3
2365,Tuesday January 21st 2020,16,18,29,31,37,8,x3
2366,Friday January 24th 2020,3,4,18,23,38,24,x4
2367,Tuesday January 28th 2020,17,36,47,51,62,21,x3
2368,Friday January 31st 2020,28,31,33,57,62,19,x2
2369,Tuesday February 4th 2020,32,48,50,51,64,10,x2
2370,Friday February 7th 2020,9,14,27,36,52,4,x3
2371,Tuesday February 11th 2020,4,6,32,52,64,6,x2
2372,Friday February 14th 2020,10,32,48,54,55,18,x5
2373,Tuesday February 18th 2020,6,12,39,61,70,4,x3
2374,Friday February 21st 2020,4,7,13,16,60,6,x4
2375,Tuesday February 25th 2020,2,9,43,49,63,15,x2
2376,Friday February 28th 2020,2,3,14,41,64,17,x2
2377,Tuesday March 3rd 2020,8,12,33,56,64,2,x2
2378,Friday March 6th 2020,15,48,56,58,70,4,x4
2379,Tuesday March 10th 2020,6,17,48,54,69,12,x5
2380,Friday March 13th 2020,7,22,37,43,44,22,x4
2381,Tuesday March 17th 2020,20,27,28,58,59,25,x3
2382,Friday March 20th 2020,34,35,41,45,54,5,x4
2383,Tuesday March 24th 2020,2,8,16,18,31,14,x2
2384,Friday March 27th 2020,3,25,28,50,60,1,x4
2385,Tuesday March 31st 2020,8,17,51,57,70,2,x4
2386,Friday April 3rd 2020,24,38,44,57,58,17,x4
2387,Tuesday April 7th 2020,25,33,43,51,68,20,x2
2388,Friday April 10th 2020,2,11,21,57,60,13,x2
2389,Tuesday April 14th 2020,29,47,65,69,70,7,x4
2390,Friday April 17th 2020,13,35,39,46,55,14,x4
