,Date,Ball 1,Ball 2,Ball 3,Ball 4,Ball 5,Mega ball,Megaplier
512,Friday April 19th 2002,3,4,26,40,46,4,
513,Tuesday April 23rd 2002,3,27,31,45,47,3,
514,Friday April 26th 2002,11,12,21,39,44,1,
515,Tuesday April 30th 2002,4,5,9,26,42,20,
516,Friday May 3rd 2002,2,21,27,35,49,8,
517,Tuesday May 7th 2002,2,22,26,39,40,11,
518,Friday May 10th 2002,1,7,35,38,49,10,
519,Tuesday May 14th 2002,23,30,36,44,47,28,
520,Friday May 17th 2002,15,18,25,33,47,30,
521,Tuesday May 21st 2002,4,28,39,41,44,9,
522,Friday May 24th 2002,2,4,32,44,52,36,
523,Tuesday May 28th 2002,6,21,22,29,32,24,
524,Friday May 31st 2002,12,28,45,46,52,47,
525,Tuesday June 4th 2002,3,25,29,30,48,48,
526,Friday June 7th 2002,14,22,27,28,42,13,
527,Tuesday June 11th 2002,5,6,9,33,44,52,
528,Friday June 14th 2002,4,8,32,37,43,2,
529,Tuesday June 18th 2002,6,13,18,27,45,18,
530,Friday June 21st 2002,13,18,32,39,49,6,
531,Tuesday June 25th 2002,4,18,21,27,41,50,
532,Friday June 28th 2002,18,31,49,50,51,4,
533,Tuesday July 2nd 2002,14,22,32,35,44,6,
534,Friday July 5th 2002,11,20,26,29,41,41,
535,Tuesday July 9th 2002,26,29,31,44,48,40,
536,Friday July 12th 2002,13,19,23,38,47,15,
537,Tuesday July 16th 2002,10,24,35,49,52,47,
538,Friday July 19th 2002,7,15,24,37,46,9,
539,Tuesday July 23rd 2002,10,12,29,32,38,7,
540,Friday July 26th 2002,20,27,28,37,49,32,
541,Tuesday July 30th 2002,2,6,22,27,44,1,
542,Friday August 2nd 2002,10,16,23,28,31,7,
543,Tuesday August 6th 2002,2,6,38,40,50,14,
544,Friday August 9th 2002,7,17,23,43,44,26,
545,Tuesday August 13th 2002,3,10,15,18,25,52,
546,Friday August 16th 2002,22,31,33,44,52,43,
547,Tuesday August 20th 2002,2,13,20,23,43,6,
548,Friday August 23rd 2002,5,19,20,45,48,44,
549,Tuesday August 27th 2002,2,5,11,18,45,22,
550,Friday August 30th 2002,6,31,32,42,51,42,
551,Tuesday September 3rd 2002,8,23,36,49,51,10,
552,Friday September 6th 2002,31,39,42,49,51,35,
553,Tuesday September 10th 2002,4,6,10,21,25,21,
554,Friday September 13th 2002,24,32,37,40,51,12,
555,Tuesday September 17th 2002,7,10,19,26,44,5,
556,Friday September 20th 2002,1,2,4,5,46,8,
557,Tuesday September 24th 2002,8,32,34,42,50,21,
558,Friday September 27th 2002,23,27,30,33,36,5,
559,Tuesday October 1st 2002,7,21,30,32,37,15,
560,Friday October 4th 2002,10,42,43,45,51,1,
561,Tuesday October 8th 2002,18,34,43,47,50,25,
562,Friday October 11th 2002,9,11,17,26,41,29,
563,Tuesday October 15th 2002,6,20,27,34,51,22,
564,Friday October 18th 2002,10,31,40,48,51,38,
565,Tuesday October 22nd 2002,16,20,26,36,48,32,
566,Friday October 25th 2002,8,15,34,39,47,4,
567,Tuesday October 29th 2002,9,10,14,41,49,35,
568,Friday November 1st 2002,5,10,22,23,43,37,
569,Tuesday November 5th 2002,2,7,16,28,36,47,
570,Friday November 8th 2002,17,19,37,47,48,14,
571,Tuesday November 12th 2002,3,28,45,48,50,24,
572,Friday November 15th 2002,6,17,44,49,51,39,
573,Tuesday November 19th 2002,7,16,20,40,52,8,
574,Friday November 22nd 2002,11,16,19,22,46,5,
575,Tuesday November 26th 2002,3,21,27,31,43,34,
576,Friday November 29th 2002,8,25,33,42,49,40,
577,Tuesday December 3rd 2002,1,15,19,40,51,26,
578,Friday December 6th 2002,4,8,30,36,52,48,
579,Tuesday December 10th 2002,3,5,9,16,31,28,
580,Friday December 13th 2002,2,13,14,24,46,34,
581,Tuesday December 17th 2002,3,7,21,29,49,46,
582,Friday December 20th 2002,10,14,41,46,49,52,
583,Tuesday December 24th 2002,8,24,39,43,52,43,
584,Friday December 27th 2002,11,14,26,30,39,3,
585,Tuesday December 31st 2002,8,21,29,42,51,34,
586,Friday January 3rd 2003,6,14,28,37,46,3,
587,Tuesday January 7th 2003,15,16,28,34,51,33,
588,Friday January 10th 2003,7,17,18,34,50,18,
589,Tuesday January 14th 2003,30,39,41,47,52,27,
590,Friday January 17th 2003,25,26,38,42,46,27,
591,Tuesday January 21st 2003,4,41,48,50,51,23,
592,Friday January 24th 2003,16,31,37,40,41,5,
593,Tuesday January 28th 2003,13,24,26,32,47,34,
594,Friday January 31st 2003,1,8,9,19,22,21,
595,Tuesday February 4th 2003,5,12,16,22,24,48,
596,Friday February 7th 2003,3,9,20,26,27,50,
597,Tuesday February 11th 2003,18,20,23,48,49,10,
598,Friday February 14th 2003,11,13,19,32,47,21,
599,Tuesday February 18th 2003,12,22,29,42,50,11,
600,Friday February 21st 2003,21,28,29,40,51,20,
601,Tuesday February 25th 2003,2,4,6,37,47,38,
602,Friday February 28th 2003,11,16,26,48,49,13,
603,Tuesday March 4th 2003,2,26,36,37,41,22,
604,Friday March 7th 2003,7,10,32,36,41,33,
605,Tuesday March 11th 2003,10,15,26,28,39,10,
606,Friday March 14th 2003,3,6,14,31,33,8,
607,Tuesday March 18th 2003,13,14,16,29,49,29,
608,Friday March 21st 2003,6,17,18,40,50,8,
609,Tuesday March 25th 2003,15,21,37,40,42,7,
610,Friday March 28th 2003,8,12,21,27,29,15,
611,Tuesday April 1st 2003,7,12,26,45,47,36,
612,Friday April 4th 2003,6,22,28,31,40,18,
613,Tuesday April 8th 2003,8,10,24,38,45,6,
614,Friday April 11th 2003,15,26,27,38,39,46,
615,Tuesday April 15th 2003,16,29,31,39,52,21,
616,Friday April 18th 2003,5,15,24,50,52,3,
617,Tuesday April 22nd 2003,3,9,15,28,52,7,
618,Friday April 25th 2003,1,12,32,48,51,29,
619,Tuesday April 29th 2003,6,8,9,33,35,32,
620,Friday May 2nd 2003,2,5,19,32,34,52,
621,Tuesday May 6th 2003,5,14,32,44,52,24,
622,Friday May 9th 2003,1,10,20,22,28,39,
623,Tuesday May 13th 2003,17,20,47,49,50,34,
624,Friday May 16th 2003,5,10,16,26,39,52,
625,Tuesday May 20th 2003,2,16,36,44,49,3,
626,Friday May 23rd 2003,12,20,31,33,50,17,
627,Tuesday May 27th 2003,10,11,17,20,26,3,
628,Friday May 30th 2003,1,21,28,33,51,3,
629,Tuesday June 3rd 2003,4,20,25,29,32,20,
630,Friday June 6th 2003,10,14,28,39,40,35,
631,Tuesday June 10th 2003,14,15,23,32,52,37,
632,Friday June 13th 2003,12,15,16,20,51,33,
633,Tuesday June 17th 2003,27,31,34,40,52,1,
634,Friday June 20th 2003,1,2,3,12,37,35,
635,Tuesday June 24th 2003,2,26,43,44,47,31,
636,Friday June 27th 2003,1,14,20,31,40,43,
637,Tuesday July 1st 2003,28,32,39,45,48,31,
638,Friday July 4th 2003,6,7,22,37,46,8,
639,Tuesday July 8th 2003,2,9,27,29,35,18,
640,Friday July 11th 2003,1,4,10,16,18,10,
641,Tuesday July 15th 2003,1,26,33,43,48,22,
642,Friday July 18th 2003,29,30,34,38,44,39,
643,Tuesday July 22nd 2003,1,5,31,38,47,3,
644,Friday July 25th 2003,33,46,47,50,51,30,
645,Tuesday July 29th 2003,1,17,19,32,42,33,
646,Friday August 1st 2003,2,11,27,30,33,46,
647,Tuesday August 5th 2003,7,32,34,38,44,49,
648,Friday August 8th 2003,6,9,35,40,43,42,
649,Tuesday August 12th 2003,8,11,18,35,51,26,
650,Friday August 15th 2003,1,16,20,41,52,13,
651,Tuesday August 19th 2003,7,11,24,28,52,16,
652,Friday August 22nd 2003,4,19,31,32,51,31,
653,Tuesday August 26th 2003,9,28,42,44,49,47,
654,Friday August 29th 2003,8,11,17,42,52,10,
655,Tuesday September 2nd 2003,22,26,27,32,39,14,
656,Friday September 5th 2003,7,9,28,41,42,19,
657,Tuesday September 9th 2003,14,15,30,39,46,30,
658,Friday September 12th 2003,16,22,23,38,46,45,
659,Tuesday September 16th 2003,15,20,24,30,46,42,
660,Friday September 19th 2003,13,14,24,34,47,13,
661,Tuesday September 23rd 2003,5,16,24,49,51,28,
662,Friday September 26th 2003,5,29,32,45,52,29,
663,Tuesday September 30th 2003,2,26,37,40,46,49,
664,Friday October 3rd 2003,19,21,30,31,52,51,
665,Tuesday October 7th 2003,1,2,22,40,41,43,
666,Friday October 10th 2003,4,19,36,42,48,13,
667,Tuesday October 14th 2003,18,19,21,33,40,29,
668,Friday October 17th 2003,14,20,31,46,48,18,
669,Tuesday October 21st 2003,18,34,46,51,52,38,
670,Friday October 24th 2003,8,9,16,30,31,15,
671,Tuesday October 28th 2003,6,9,20,40,47,26,
672,Friday October 31st 2003,6,12,13,36,46,3,
673,Tuesday November 4th 2003,16,24,43,44,45,22,
674,Friday November 7th 2003,6,18,23,26,30,31,
675,Tuesday November 11th 2003,2,5,17,21,22,43,
676,Friday November 14th 2003,3,13,31,41,42,52,
677,Tuesday November 18th 2003,4,11,25,30,52,36,
678,Friday November 21st 2003,14,26,28,36,42,14,
679,Tuesday November 25th 2003,22,32,37,40,41,52,
680,Friday November 28th 2003,19,26,31,44,50,19,
681,Tuesday December 2nd 2003,10,13,24,34,49,4,
682,Friday December 5th 2003,1,12,15,18,44,42,x4
683,Tuesday December 9th 2003,4,14,15,24,48,41,x4
684,Friday December 12th 2003,9,16,32,45,46,26,x4
685,Tuesday December 16th 2003,16,24,31,46,47,47,x3
686,Friday December 19th 2003,5,10,17,35,39,38,x3
687,Tuesday December 23rd 2003,2,13,21,22,49,52,x4
688,Friday December 26th 2003,1,10,17,20,29,36,x2
689,Tuesday December 30th 2003,12,18,21,32,46,49,x4
690,Friday January 2nd 2004,7,8,36,44,48,9,x4
691,Tuesday January 6th 2004,7,13,15,25,32,9,x4
692,Friday January 9th 2004,24,32,38,47,49,12,x4
693,Tuesday January 13th 2004,3,17,18,21,45,21,x4
694,Friday January 16th 2004,12,26,41,44,49,44,x3
695,Tuesday January 20th 2004,5,7,14,21,45,36,x4
696,Friday January 23rd 2004,10,18,33,46,51,13,x4
697,Tuesday January 27th 2004,6,10,20,38,50,27,x3
698,Friday January 30th 2004,17,28,30,40,51,44,x4
699,Tuesday February 3rd 2004,9,21,26,35,41,17,x4
700,Friday February 6th 2004,1,6,16,30,49,13,x4
701,Tuesday February 10th 2004,3,7,10,22,32,23,x2
702,Friday February 13th 2004,14,30,42,43,45,30,x4
703,Tuesday February 17th 2004,2,8,34,36,52,21,x4
704,Friday February 20th 2004,1,13,20,21,30,24,x4
705,Tuesday February 24th 2004,6,11,43,49,52,21,x3
706,Friday February 27th 2004,2,9,24,36,52,44,x4
707,Tuesday March 2nd 2004,25,30,35,40,50,4,x4
708,Friday March 5th 2004,30,40,47,49,52,3,x3
709,Tuesday March 9th 2004,16,23,29,36,51,49,x4
710,Friday March 12th 2004,4,29,32,35,36,11,x4
711,Tuesday March 16th 2004,3,28,45,49,51,52,x4
712,Friday March 19th 2004,6,9,14,32,50,4,x4
713,Tuesday March 23rd 2004,12,22,35,39,46,32,x4
714,Friday March 26th 2004,8,10,17,37,49,20,x3
715,Tuesday March 30th 2004,3,27,31,41,45,33,x3
716,Friday April 2nd 2004,8,17,25,46,47,13,x4
717,Tuesday April 6th 2004,8,17,29,32,39,49,x4
718,Friday April 9th 2004,2,8,10,11,23,40,x3
719,Tuesday April 13th 2004,13,36,39,50,51,34,x3
720,Friday April 16th 2004,6,24,29,42,51,41,x4
721,Tuesday April 20th 2004,12,22,37,46,48,49,x4
722,Friday April 23rd 2004,8,22,25,47,48,27,x4
723,Tuesday April 27th 2004,1,10,17,23,35,45,x4
724,Friday April 30th 2004,15,21,32,39,50,34,x4
725,Tuesday May 4th 2004,3,15,29,37,39,40,x3
726,Friday May 7th 2004,14,17,19,44,50,17,x4
727,Tuesday May 11th 2004,9,25,30,34,37,30,x4
728,Friday May 14th 2004,10,19,32,36,46,6,x3
729,Tuesday May 18th 2004,2,36,44,46,51,45,x3
730,Friday May 21st 2004,4,20,27,38,49,31,x4
731,Tuesday May 25th 2004,5,18,34,36,39,43,x4
732,Friday May 28th 2004,13,27,36,39,51,33,x3
733,Tuesday June 1st 2004,7,16,17,26,48,15,x4
734,Friday June 4th 2004,4,16,18,41,47,46,x3
735,Tuesday June 8th 2004,17,24,29,37,45,43,x3
736,Friday June 11th 2004,12,28,36,39,52,36,x4
737,Tuesday June 15th 2004,18,23,27,29,44,24,x2
738,Friday June 18th 2004,7,10,11,15,51,23,x4
739,Tuesday June 22nd 2004,9,10,17,41,52,19,x4
740,Friday June 25th 2004,18,19,29,32,42,32,x4
741,Tuesday June 29th 2004,10,13,19,28,38,1,x2
742,Friday July 2nd 2004,10,25,38,39,50,12,x3
743,Tuesday July 6th 2004,6,7,8,31,48,19,x3
744,Friday July 9th 2004,11,23,25,29,45,16,x3
745,Tuesday July 13th 2004,13,31,37,39,52,38,x4
746,Friday July 16th 2004,3,21,22,35,44,7,x4
747,Tuesday July 20th 2004,6,15,21,32,44,13,x3
748,Friday July 23rd 2004,5,12,25,35,37,12,x4
749,Tuesday July 27th 2004,8,10,11,13,24,46,x4
750,Friday July 30th 2004,16,19,21,34,35,22,x4
751,Tuesday August 3rd 2004,1,2,13,16,22,31,x4
752,Friday August 6th 2004,4,23,33,38,49,7,x3
753,Tuesday August 10th 2004,18,25,29,31,44,33,x3
754,Friday August 13th 2004,14,31,41,45,48,20,x4
755,Tuesday August 17th 2004,22,23,26,28,36,10,x4
756,Friday August 20th 2004,12,17,34,37,39,34,x3
757,Tuesday August 24th 2004,2,5,21,47,50,46,x3
758,Friday August 27th 2004,5,25,38,46,47,14,x4
759,Tuesday August 31st 2004,14,15,25,42,44,3,x2
760,Friday September 3rd 2004,4,14,34,38,44,10,x4
761,Tuesday September 7th 2004,13,30,36,38,51,35,x3
762,Friday September 10th 2004,11,17,27,45,52,5,x4
763,Tuesday September 14th 2004,12,35,37,38,50,49,x4
764,Friday September 17th 2004,3,16,25,38,49,4,x4
765,Tuesday September 21st 2004,1,3,15,19,29,39,x4
766,Friday September 24th 2004,11,26,30,49,50,52,x4
767,Tuesday September 28th 2004,1,18,39,42,50,35,x4
768,Friday October 1st 2004,8,10,17,24,39,52,x4
769,Tuesday October 5th 2004,8,34,39,48,49,47,x4
770,Friday October 8th 2004,16,17,21,33,41,6,x3
771,Tuesday October 12th 2004,4,18,19,39,51,13,x3
772,Friday October 15th 2004,4,8,24,30,36,25,x4
773,Tuesday October 19th 2004,6,13,19,34,50,33,x4
774,Friday October 22nd 2004,3,7,20,24,43,36,x4
775,Tuesday October 26th 2004,14,25,39,43,49,27,x3
776,Friday October 29th 2004,10,18,26,31,41,48,x4
777,Tuesday November 2nd 2004,24,32,42,49,50,3,x3
778,Friday November 5th 2004,3,29,30,41,43,1,x3
779,Tuesday November 9th 2004,11,20,26,28,52,7,x4
780,Friday November 12th 2004,5,31,33,35,51,1,x4
781,Tuesday November 16th 2004,9,10,27,28,30,18,x4
782,Friday November 19th 2004,1,12,24,36,51,38,x3
783,Tuesday November 23rd 2004,8,30,32,35,51,17,x3
784,Friday November 26th 2004,7,9,18,37,43,34,x4
785,Tuesday November 30th 2004,10,20,22,28,52,4,x4
786,Friday December 3rd 2004,12,32,37,41,52,13,x3
787,Tuesday December 7th 2004,1,19,22,32,49,29,x3
788,Friday December 10th 2004,22,23,37,42,47,15,x4
789,Tuesday December 14th 2004,14,27,32,34,40,2,x4
790,Friday December 17th 2004,16,34,38,42,47,1,x4
791,Tuesday December 21st 2004,7,22,27,31,38,12,x4
792,Friday December 24th 2004,9,20,22,41,42,10,x3
793,Tuesday December 28th 2004,18,29,32,38,43,50,x3
794,Friday December 31st 2004,10,14,45,47,51,20,x4
795,Tuesday January 4th 2005,3,6,7,12,32,30,x4
796,Friday January 7th 2005,2,8,14,15,51,38,x4
797,Tuesday January 11th 2005,2,23,24,35,45,18,x3
798,Friday January 14th 2005,15,19,24,40,47,50,x4
799,Tuesday January 18th 2005,10,23,28,39,51,5,x3
800,Friday January 21st 2005,17,27,39,40,41,21,x3
801,Tuesday January 25th 2005,2,10,21,25,45,22,x3
802,Friday January 28th 2005,25,31,39,47,52,43,x3
803,Tuesday February 1st 2005,3,17,21,42,44,35,x4
804,Friday February 4th 2005,3,12,14,30,52,34,x3
805,Tuesday February 8th 2005,8,11,14,23,25,21,x4
806,Friday February 11th 2005,6,14,21,24,50,28,x4
807,Tuesday February 15th 2005,3,16,20,21,38,10,x3
808,Friday February 18th 2005,1,19,31,35,42,34,x4
809,Tuesday February 22nd 2005,15,18,28,41,45,27,x4
810,Friday February 25th 2005,4,13,37,38,50,24,x4
811,Tuesday March 1st 2005,1,8,18,39,48,1,x4
812,Friday March 4th 2005,7,10,13,35,39,21,x2
813,Tuesday March 8th 2005,8,14,15,22,31,13,x4
814,Friday March 11th 2005,18,19,31,35,36,17,x4
815,Tuesday March 15th 2005,14,26,27,34,44,27,x4
816,Friday March 18th 2005,2,9,28,29,48,33,x4
817,Tuesday March 22nd 2005,6,11,27,37,43,34,x3
818,Friday March 25th 2005,11,18,19,45,49,2,x4
819,Tuesday March 29th 2005,7,17,18,30,42,38,x4
820,Friday April 1st 2005,11,19,28,32,45,10,x2
821,Tuesday April 5th 2005,4,19,45,51,52,22,x2
822,Friday April 8th 2005,5,13,17,33,35,35,x4
823,Tuesday April 12th 2005,15,20,43,47,50,24,x3
824,Friday April 15th 2005,25,26,37,39,49,29,x3
825,Tuesday April 19th 2005,5,6,14,42,47,3,x3
826,Friday April 22nd 2005,23,25,43,46,49,26,x3
827,Tuesday April 26th 2005,18,22,33,34,42,16,x3
828,Friday April 29th 2005,2,5,7,28,46,21,x4
829,Tuesday May 3rd 2005,7,17,42,46,52,47,x4
830,Friday May 6th 2005,7,12,25,50,51,19,x4
831,Tuesday May 10th 2005,11,25,38,40,42,40,x3
832,Friday May 13th 2005,21,23,27,33,39,8,x3
833,Tuesday May 17th 2005,7,9,10,29,44,17,x4
834,Friday May 20th 2005,3,6,27,40,44,9,x4
835,Tuesday May 24th 2005,9,28,39,40,45,24,x4
836,Friday May 27th 2005,7,17,22,34,50,24,x2
837,Tuesday May 31st 2005,5,13,22,37,38,11,x4
838,Friday June 3rd 2005,4,6,14,28,47,42,x3
839,Tuesday June 7th 2005,7,14,28,46,47,25,x3
840,Friday June 10th 2005,14,29,31,37,50,34,x4
841,Tuesday June 14th 2005,1,10,29,48,49,36,x4
842,Friday June 17th 2005,16,35,40,49,50,34,x2
843,Tuesday June 21st 2005,9,13,40,46,50,30,x3
844,Friday June 24th 2005,14,43,44,50,56,7,x3
845,Tuesday June 28th 2005,2,20,37,43,46,4,x4
846,Friday July 1st 2005,14,25,41,42,50,40,x3
847,Tuesday July 5th 2005,22,38,48,50,55,29,x4
848,Friday July 8th 2005,9,23,45,48,50,3,x4
849,Tuesday July 12th 2005,5,17,32,39,53,36,x4
850,Friday July 15th 2005,9,13,25,36,48,2,x3
851,Tuesday July 19th 2005,7,13,48,51,54,11,x4
852,Friday July 22nd 2005,7,18,27,35,54,34,x3
853,Tuesday July 26th 2005,1,10,18,29,55,8,x4
854,Friday July 29th 2005,4,16,23,25,40,22,x4
855,Tuesday August 2nd 2005,17,22,39,50,52,46,x4
856,Friday August 5th 2005,3,5,48,50,53,4,x4
857,Tuesday August 9th 2005,13,35,36,43,52,5,x4
858,Friday August 12th 2005,8,37,38,45,54,21,x4
859,Tuesday August 16th 2005,9,15,20,24,55,3,x3
860,Friday August 19th 2005,2,13,18,36,46,36,x3
861,Tuesday August 23rd 2005,6,7,8,13,40,12,x4
862,Friday August 26th 2005,5,20,38,47,54,35,x4
863,Tuesday August 30th 2005,19,32,42,49,56,29,x3
864,Friday September 2nd 2005,1,4,14,45,53,33,x3
865,Tuesday September 6th 2005,1,8,27,31,50,40,x3
866,Friday September 9th 2005,15,28,43,51,52,11,x3
867,Tuesday September 13th 2005,13,24,44,48,52,30,x4
868,Friday September 16th 2005,5,16,41,46,50,1,x4
869,Tuesday September 20th 2005,35,36,40,42,52,45,x4
870,Friday September 23rd 2005,6,7,20,41,51,38,x4
871,Tuesday September 27th 2005,14,17,26,27,28,5,x3
872,Friday September 30th 2005,1,3,14,30,52,10,x2
873,Tuesday October 4th 2005,12,24,28,29,36,41,x4
874,Friday October 7th 2005,2,4,23,27,36,37,x3
875,Tuesday October 11th 2005,24,30,42,53,54,20,x4
876,Friday October 14th 2005,6,20,24,25,34,44,x3
877,Tuesday October 18th 2005,3,12,16,32,33,15,x3
878,Friday October 21st 2005,11,17,28,29,36,42,x3
879,Tuesday October 25th 2005,7,12,18,31,55,30,x4
880,Friday October 28th 2005,8,17,25,28,53,1,x3
881,Tuesday November 1st 2005,5,18,21,28,36,20,x4
882,Friday November 4th 2005,7,9,41,53,54,38,x3
883,Tuesday November 8th 2005,8,16,21,25,27,16,x3
884,Friday November 11th 2005,9,14,34,50,51,40,x4
885,Tuesday November 15th 2005,2,4,5,40,48,7,x4
886,Friday November 18th 2005,8,18,21,42,46,11,x4
887,Tuesday November 22nd 2005,9,22,37,41,43,30,x3
888,Friday November 25th 2005,5,25,31,33,34,41,x3
889,Tuesday November 29th 2005,7,8,47,51,52,5,x3
890,Friday December 2nd 2005,3,12,21,38,44,45,x4
891,Tuesday December 6th 2005,6,10,26,30,33,16,x4
892,Friday December 9th 2005,14,15,31,32,43,20,x4
893,Tuesday December 13th 2005,9,10,12,22,41,4,x3
894,Friday December 16th 2005,14,25,26,31,56,17,x4
895,Tuesday December 20th 2005,6,20,23,40,56,36,x4
896,Friday December 23rd 2005,10,37,39,49,54,8,x4
897,Tuesday December 27th 2005,11,24,27,49,55,23,x3
898,Friday December 30th 2005,14,20,25,40,44,37,x2
899,Tuesday January 3rd 2006,15,19,20,32,38,21,x2
900,Friday January 6th 2006,8,11,28,37,53,12,x4
901,Tuesday January 10th 2006,7,27,32,37,38,30,x4
902,Friday January 13th 2006,5,21,27,44,53,36,x3
903,Tuesday January 17th 2006,24,32,37,39,40,44,x3
904,Friday January 20th 2006,18,22,28,44,53,46,x4
905,Tuesday January 24th 2006,31,34,36,51,55,4,x4
906,Friday January 27th 2006,2,7,8,18,29,46,x3
907,Tuesday January 31st 2006,1,35,53,54,56,44,x4
908,Friday February 3rd 2006,29,31,32,41,52,42,x4
909,Tuesday February 7th 2006,2,16,25,30,48,26,x3
910,Friday February 10th 2006,24,39,40,43,46,2,x4
911,Tuesday February 14th 2006,27,36,43,49,54,33,x3
912,Friday February 17th 2006,16,25,31,43,46,28,x4
913,Tuesday February 21st 2006,14,23,27,36,45,36,x4
914,Friday February 24th 2006,3,5,12,16,34,27,x3
915,Tuesday February 28th 2006,2,4,35,36,48,22,x3
916,Friday March 3rd 2006,25,29,38,39,46,4,x4
917,Tuesday March 7th 2006,15,27,36,38,42,32,x4
918,Friday March 10th 2006,4,17,18,51,54,31,x4
919,Tuesday March 14th 2006,27,28,30,42,50,22,x4
920,Friday March 17th 2006,8,11,23,48,52,5,x3
921,Tuesday March 21st 2006,4,16,17,28,31,8,x4
922,Friday March 24th 2006,1,2,17,47,49,19,x4
923,Tuesday March 28th 2006,14,18,35,39,49,14,x4
924,Friday March 31st 2006,4,7,19,50,52,15,x3
925,Tuesday April 4th 2006,9,25,48,51,56,7,x3
926,Friday April 7th 2006,1,18,31,46,52,37,x3
927,Tuesday April 11th 2006,2,12,45,46,56,20,x4
928,Friday April 14th 2006,8,10,18,29,33,10,x4
929,Tuesday April 18th 2006,13,14,25,34,50,6,x2
930,Friday April 21st 2006,2,4,7,27,41,4,x4
931,Tuesday April 25th 2006,1,20,32,37,39,9,x4
932,Friday April 28th 2006,16,29,32,36,55,12,x3
933,Tuesday May 2nd 2006,7,11,22,27,31,33,x3
934,Friday May 5th 2006,8,20,39,53,55,10,x4
935,Tuesday May 9th 2006,7,15,24,43,44,22,x2
936,Friday May 12th 2006,6,36,39,45,52,45,x3
937,Tuesday May 16th 2006,7,24,40,48,50,15,x4
938,Friday May 19th 2006,5,12,31,51,56,1,x4
939,Tuesday May 23rd 2006,17,21,28,48,54,1,x3
940,Friday May 26th 2006,12,14,20,47,48,24,x4
941,Tuesday May 30th 2006,2,13,28,34,45,36,x4
942,Friday June 2nd 2006,3,10,18,36,38,41,x4
943,Tuesday June 6th 2006,5,29,35,52,53,9,x4
944,Friday June 9th 2006,8,17,18,26,47,37,x4
945,Tuesday June 13th 2006,1,20,23,24,33,29,x4
946,Friday June 16th 2006,27,30,36,38,45,13,x4
947,Tuesday June 20th 2006,11,21,37,53,54,12,x3
948,Friday June 23rd 2006,13,17,24,34,56,24,x3
949,Tuesday June 27th 2006,2,14,20,29,44,32,x4
950,Friday June 30th 2006,20,40,46,48,54,27,x3
951,Tuesday July 4th 2006,9,15,31,42,45,41,x3
952,Friday July 7th 2006,7,15,27,46,56,39,x4
953,Tuesday July 11th 2006,5,14,34,36,52,42,x4
954,Friday July 14th 2006,13,25,26,28,56,39,x2
955,Tuesday July 18th 2006,12,13,29,49,52,20,x4
956,Friday July 21st 2006,18,26,35,36,43,24,x4
957,Tuesday July 25th 2006,7,21,24,41,51,10,x4
958,Friday July 28th 2006,2,13,23,32,35,4,x3
959,Tuesday August 1st 2006,14,29,32,43,49,14,x3
960,Friday August 4th 2006,2,24,31,50,55,44,x4
961,Tuesday August 8th 2006,1,5,13,18,33,30,x3
962,Friday August 11th 2006,14,16,38,40,49,29,x4
963,Tuesday August 15th 2006,10,12,22,44,48,16,x4
964,Friday August 18th 2006,5,12,13,46,50,10,x4
965,Tuesday August 22nd 2006,3,4,5,7,36,16,x3
966,Friday August 25th 2006,17,24,35,46,54,33,x2
967,Tuesday August 29th 2006,15,25,37,38,52,4,x3
968,Friday September 1st 2006,5,6,51,53,55,12,x3
969,Tuesday September 5th 2006,1,32,36,42,53,4,x4
970,Friday September 8th 2006,9,17,34,52,53,2,x3
971,Tuesday September 12th 2006,3,16,25,30,44,42,x4
972,Friday September 15th 2006,6,26,33,39,55,1,x3
973,Tuesday September 19th 2006,2,19,44,45,56,43,x4
974,Friday September 22nd 2006,7,12,17,22,43,16,x4
975,Tuesday September 26th 2006,3,6,38,42,45,30,x3
976,Friday September 29th 2006,3,25,43,45,55,40,x3
977,Tuesday October 3rd 2006,6,19,32,33,40,39,x3
978,Friday October 6th 2006,1,11,20,21,46,18,x4
979,Tuesday October 10th 2006,14,30,35,40,43,2,x3
980,Friday October 13th 2006,24,27,42,47,50,8,x2
981,Tuesday October 17th 2006,6,18,20,28,38,37,x4
982,Friday October 20th 2006,9,13,23,29,54,34,x3
983,Tuesday October 24th 2006,5,25,41,48,51,35,x4
984,Friday October 27th 2006,15,22,26,30,32,31,x4
985,Tuesday October 31st 2006,5,34,40,45,46,21,x3
986,Friday November 3rd 2006,8,10,22,25,55,22,x2
987,Tuesday November 7th 2006,13,22,33,51,52,42,x4
988,Friday November 10th 2006,11,42,52,53,55,28,x3
989,Tuesday November 14th 2006,9,20,24,25,36,23,x4
990,Friday November 17th 2006,5,19,25,30,50,42,x3
991,Tuesday November 21st 2006,7,13,20,42,47,9,x4
992,Friday November 24th 2006,14,35,40,47,48,35,x4
993,Tuesday November 28th 2006,7,14,24,41,56,7,x4
994,Friday December 1st 2006,16,22,23,37,53,35,x4
995,Tuesday December 5th 2006,6,9,13,43,46,45,x4
996,Friday December 8th 2006,1,15,29,32,45,8,x2
997,Tuesday December 12th 2006,20,30,31,35,49,23,x4
998,Friday December 15th 2006,6,7,17,28,40,39,x3
999,Tuesday December 19th 2006,9,32,37,42,48,7,x4
1000,Friday December 22nd 2006,5,12,15,25,34,43,x4
1001,Tuesday December 26th 2006,7,12,25,44,53,3,x3
